record_id,fecha_de_inicio,fecha_de_fin,fecha_del_registro,nombre_de_la_actividad,tipo_de_actividad,qu_tem_tica_s_aborda_la_ac,en_qu_estrategia_plan_inte,asist_total,asist_hombres,asist_mujeres,n_mero_de_horas,n_mero_de_sesiones,apellidos_y_nombre,distrito0,unidad_asistencial,unidad_asistencial_2,sexo,categor_a_profesional,especialidad_de_enfermer_a,horario,localidad_donde_se_realiza,es_una_zona_desfavorecidas,lugar_de_realizaci_n_de_la,poblaci_n_destinataria
712,21/05/2024,04/06/2024,22/05/2024,Mapeo de activos: bienestar emocional,18,4,12,28,8,20,3.9,3,"Ramos Ruiz, Mercedes",0,10,,F,13,,1,Zaidín Sur,0,9,11
713,02/10/2024,02/10/2024,04/10/2024,Sesión formativa: otras temáticas,22,30,20,12,3,9,1.9,1,"Guerrero Ortiz, Enrique",0,10,,M,12,,1,Zaidín Sur,0,5,9
714,22/12/2024,05/01/2025,24/12/2024,Sesión formativa: vacunación,22,27,4,9,3,6,3.0,3,"Fernández Rodríguez, Ignacio",0,10,,M,14,,0,Zaidín Sur,0,6,15
715,13/08/2025,17/09/2025,18/08/2025,Ponencia: alimentación saludable,20,3,8,105,53,52,10.2,6,"Fernández Martínez, Mario",0,10,,M,6,,1,Zaidín Sur,0,2,2
716,13/11/2025,31/12/2025,14/11/2025,Programa educación maternal,11,16,25,22,2,20,17.6,8,"Fernández Flores, Rocío",0,10,,F,2,4,0,Zaidín Sur,0,1,6
717,23/08/2024,30/08/2024,26/08/2024,Sesión clínica: vacunación,21,27,8,27,8,19,3.2,2,"Fernández Rodríguez, Ignacio",0,10,,M,14,,2,Zaidín Sur,0,12,9
718,13/10/2024,13/10/2024,18/10/2024,Charla sobre vacunación,0,27,14,11,3,8,0.8,1,"Jiménez Lara, Virginia",0,10,,F,4,,2,Zaidín Sur,0,10,8
719,06/11/2025,31/12/2025,07/11/2025,Rehabilitación cardiaca,9,1,19,20,14,6,25.6,16,"Cortés Hidalgo, Irene",0,10,,F,5,,0,Zaidín Sur,0,10,10
720,09/10/2024,16/10/2024,13/10/2024,Sesión clínica: otras temáticas,21,30,1,8,2,6,3.8,2,"Jiménez Lara, Virginia",0,10,,F,4,,2,Zaidín Sur,0,6,6
721,07/12/2025,07/12/2025,10/12/2025,Charla sobre consumo alcohol,0,6,22,53,14,39,1.2,1,"Fernández Martínez, Mario",0,10,,M,6,,1,Zaidín Sur,0,14,6
722,25/02/2024,25/02/2024,27/02/2024,Actividad PS: parentalidad positiva,24,20,25,34,11,23,1.4,1,"Ramos Ruiz, Mercedes",0,10,,F,13,,2,Zaidín Sur,0,13,15
723,05/02/2025,05/02/2025,09/02/2025,Mesa informativa: consumo alcohol,19,6,23,17,9,8,1.4,1,"Jiménez Lara, Virginia",0,10,,F,4,,1,Zaidín Sur,0,6,3
724,25/03/2024,13/05/2024,28/03/2024,IAHS,14,20,11,14,6,8,19.2,8,"Fernández Flores, Rocío",0,10,,F,2,4,2,Zaidín Sur,0,5,13
725,19/06/2024,03/07/2024,22/06/2024,Sesión formativa: primeros auxilios,22,22,11,30,14,16,3.3,3,"Cortés Hidalgo, Irene",0,10,,F,5,,1,Zaidín Sur,0,14,15
726,20/01/2025,20/01/2025,22/01/2025,Charla sobre uso medicamento,0,25,24,33,9,24,1.4,1,"Fernández Rodríguez, Ignacio",0,10,,M,14,,1,Zaidín Sur,1,4,2
727,17/01/2024,06/03/2024,22/01/2024,Rehabilitación cardiaca,9,1,3,10,6,4,12.8,8,"Fernández Flores, Rocío",0,10,,F,2,4,2,Zaidín Sur,0,1,13
728,02/10/2024,27/11/2024,02/10/2024,GRUSE,13,6,8,9,3,6,17.1,9,"Ramos Ruiz, Mercedes",0,10,,F,13,,2,Zaidín Sur,0,12,4
729,14/12/2025,31/12/2025,18/12/2025,Programa educación maternal,11,4,10,19,1,18,16.0,10,"Fernández Flores, Rocío",0,10,,F,2,4,1,Zaidín Sur,0,4,7
730,21/05/2024,03/09/2024,25/05/2024,IAHS,14,22,20,17,7,10,28.8,16,"Fernández Flores, Rocío",0,10,,F,2,4,1,Zaidín Sur,0,4,8
731,13/08/2025,13/08/2025,15/08/2025,Charla sobre alimentación saludable,0,3,3,44,19,25,1.8,1,"Fernández Martínez, Mario",0,10,,M,6,,1,Zaidín Sur,0,8,11
732,04/02/2024,04/02/2024,05/02/2024,Sesión formativa: envejecimiento,22,10,6,29,7,22,1.8,1,"Guerrero Ortiz, Enrique",0,10,,M,12,,2,Zaidín Sur,0,0,10
733,18/01/2024,25/01/2024,20/01/2024,Mapeo de activos: lactancia materna,18,15,9,23,8,15,4.0,2,"Ramos Ruiz, Mercedes",0,10,,F,13,,0,Zaidín Sur,0,6,11
734,05/05/2025,28/07/2025,09/05/2025,Grupo dolor crónico,6,8,1,23,12,11,20.8,13,"Cortés Hidalgo, Irene",0,10,,F,5,,1,Zaidín Sur,0,4,10
735,29/02/2024,25/04/2024,05/03/2024,Rehabilitación cardiaca,9,11,11,10,5,5,20.7,9,"Fernández Flores, Rocío",0,10,,F,2,4,0,Zaidín Sur,0,11,1
736,20/02/2025,10/04/2025,25/02/2025,GRUSE,13,4,15,11,4,7,16.8,8,"Ramos Ruiz, Mercedes",0,10,,F,13,,1,Zaidín Sur,0,1,5
737,02/11/2025,02/11/2025,02/11/2025,Mesa informativa: voluntades vitales,19,29,15,27,12,15,1.0,1,"Fernández Martínez, Mario",0,10,,M,6,,2,Zaidín Sur,0,2,7
738,09/09/2025,09/09/2025,13/09/2025,Mesa informativa: alimentación saludable,19,3,22,60,17,43,1.0,1,"Fernández Rodríguez, Ignacio",0,10,,M,14,,0,Zaidín Sur,0,3,8
739,04/12/2024,22/01/2025,05/12/2024,Grupo dolor crónico,6,21,4,24,10,14,14.4,8,"Cortés Hidalgo, Irene",0,10,,F,5,,0,Zaidín Sur,0,8,14
740,06/06/2024,06/06/2024,11/06/2024,Charla sobre alimentación saludable,0,3,7,19,6,13,1.6,1,"Fernández Rodríguez, Ignacio",0,10,,M,14,,2,Zaidín Sur,0,9,12
741,21/12/2025,28/12/2025,22/12/2025,Sesión formativa: consumo alcohol,22,6,8,30,7,23,3.4,2,"Rodríguez Lara, Ignacio",0,11,,M,6,,1,Gógora,0,11,4
742,16/05/2024,23/05/2024,19/05/2024,Taller de envejecimiento,23,10,1,26,8,18,3.4,2,"García Díaz, Verónica",0,11,,F,2,6,1,Gógora,0,8,0
743,07/08/2025,11/09/2025,10/08/2025,Taller de conducta suicida,23,5,9,19,8,11,12.6,6,"Delgado Hidalgo, Isabel",0,11,,F,8,,2,Gógora,1,11,4
744,23/07/2025,13/08/2025,23/07/2025,Reunión coordinación — bienestar emocional,3,4,8,10,4,6,5.6,4,"Hernández Díaz, Mónica",0,11,,F,6,,2,Gógora,0,8,7
745,04/07/2025,25/07/2025,06/07/2025,Taller de alimentación saludable,23,3,14,28,14,14,6.4,4,"Cruz Cabrera, Diego",0,11,,M,14,,2,Gógora,1,5,6
746,02/06/2024,28/07/2024,04/06/2024,IAHS,14,12,24,12,3,9,16.2,9,"Ortiz Flores, Virginia",0,11,,F,2,5,2,Gógora,0,14,7
747,10/07/2024,10/07/2024,12/07/2024,Mesa informativa: otras temáticas,19,30,18,39,12,27,1.0,1,"Hernández Díaz, Mónica",0,11,,F,6,,0,Gógora,0,0,3
748,06/01/2024,06/01/2024,06/01/2024,Charla sobre parentalidad positiva,0,20,21,52,13,39,1.2,1,"Morales Lara, Laura",0,11,,F,7,,0,Gógora,0,3,6
749,08/03/2025,29/03/2025,09/03/2025,Reunión coordinación — tabaco,3,7,18,2,1,1,8.0,4,"García Cortés, Isabel",0,11,,F,6,,1,Gógora,0,13,9
750,23/01/2025,27/02/2025,23/01/2025,Grupo EPOC/asma,8,12,8,20,9,11,14.4,6,"Castro López, Mario",0,11,,M,5,,2,Gógora,0,4,15
751,20/08/2025,17/09/2025,22/08/2025,GRUSE,13,5,21,11,4,7,8.5,5,"Cabrera Hidalgo, Pilar",0,11,,F,13,,1,Gógora,0,2,4
752,08/06/2025,22/06/2025,11/06/2025,Sesión clínica: voluntades vitales,21,29,1,21,6,15,5.4,3,"Rodríguez Lara, Ignacio",0,11,,M,6,,0,Gógora,0,14,1
753,31/10/2025,31/10/2025,04/11/2025,Charla sobre vacunación,0,27,11,56,12,44,2.0,1,"Morales Lara, Laura",0,11,,F,7,,1,Gógora,1,9,1
754,06/02/2025,13/02/2025,08/02/2025,Ponencia: vacunación,20,27,13,85,39,46,4.4,2,"Cabrera Lara, Silvia",0,11,,F,6,,1,Gógora,0,0,3
755,05/10/2024,19/10/2024,09/10/2024,Sesión formativa: vacunación,22,27,11,25,13,12,3.9,3,"Cruz Cabrera, Diego",0,11,,M,14,,2,Gógora,0,5,15
756,28/02/2025,07/03/2025,04/03/2025,Sesión clínica: alimentación saludable,21,3,6,16,5,11,3.4,2,"Cabrera Lara, Silvia",0,11,,F,6,,0,Gógora,0,14,12
757,24/07/2024,24/07/2024,25/07/2024,Ponencia: tabaco,20,7,20,44,17,27,1.3,1,"García Cortés, Isabel",0,11,,F,6,,0,Gógora,0,13,13
758,20/05/2025,20/05/2025,23/05/2025,Mesa informativa: vacunación,19,27,9,54,14,40,1.6,1,"Cruz Cabrera, Diego",0,11,,M,14,,1,Gógora,0,13,7
759,16/08/2024,29/11/2024,20/08/2024,PSIA,17,15,2,22,1,21,28.8,16,"García Díaz, Verónica",0,11,,F,2,6,2,Gógora,0,6,15
760,16/02/2024,05/04/2024,21/02/2024,GRUSE,13,15,9,12,6,6,18.4,8,"Cabrera Hidalgo, Pilar",0,11,,F,13,,1,Gógora,0,9,8
761,14/08/2025,14/08/2025,16/08/2025,Mesa informativa: bienestar emocional,19,4,7,22,6,16,1.4,1,"Morales Lara, Laura",0,11,,F,7,,2,Gógora,0,5,12
762,31/12/2024,31/12/2024,04/01/2025,Charla sobre otras adicciones,0,18,9,55,12,43,1.1,1,"Delgado Hidalgo, Isabel",0,11,,F,8,,2,Gógora,0,5,8
763,16/02/2025,16/03/2025,18/02/2025,Rehabilitación respiratoria,10,6,5,22,14,8,10.5,5,"García Díaz, Verónica",0,11,,F,2,6,0,Gógora,0,3,0
764,03/02/2024,10/02/2024,05/02/2024,Actividad PS: consumo alcohol,24,6,18,27,12,15,4.0,2,"García Cortés, Isabel",0,11,,F,6,,2,Gógora,1,11,13
765,21/11/2025,31/12/2025,22/11/2025,Grupo dolor crónico,6,10,14,25,5,20,22.5,15,"Carmona Rodríguez, Alejandro",0,11,,M,2,7,0,Gógora,0,7,10
766,15/09/2024,15/09/2024,20/09/2024,Charla sobre act. física,0,1,11,46,13,33,0.7,1,"Rodríguez Lara, Ignacio",0,11,,M,6,,2,Gógora,0,2,7
767,26/11/2024,10/12/2024,29/11/2024,Taller de uso medicamento,23,25,7,26,10,16,6.9,3,"Hernández Díaz, Mónica",0,11,,F,6,,1,Gógora,0,2,13
768,27/11/2025,31/12/2025,30/11/2025,PIOBIN,15,21,21,20,9,11,38.4,16,"Ortiz Flores, Virginia",0,11,,F,2,5,0,Gógora,0,0,13
769,31/05/2025,06/09/2025,04/06/2025,Grupo dolor crónico,6,4,12,14,4,10,28.5,15,"García Díaz, Verónica",0,11,,F,2,6,0,Gógora,0,2,3
770,26/05/2025,09/06/2025,31/05/2025,Reunión coordinación — otras adicciones,3,18,11,6,2,4,4.8,3,"Delgado Hidalgo, Isabel",0,11,,F,8,,1,Gógora,0,14,15
771,20/03/2025,20/03/2025,23/03/2025,Charla sobre consumo alcohol,0,6,18,49,15,34,1.2,1,"García Cortés, Isabel",0,11,,F,6,,0,Gógora,0,12,14
772,10/06/2025,24/06/2025,11/06/2025,Actividad PS: voluntades vitales,24,29,18,6,2,4,3.9,3,"Rodríguez Lara, Ignacio",0,11,,M,6,,1,Gógora,0,1,12
773,25/09/2025,09/10/2025,29/09/2025,Ponencia: tabaco,20,7,17,67,21,46,7.2,3,"Hernández Díaz, Mónica",0,11,,F,6,,1,Gógora,0,5,8
774,17/07/2024,17/07/2024,20/07/2024,Reunión coordinación — higiene manos,3,11,25,8,4,4,1.6,1,"García Díaz, Verónica",0,11,,F,2,6,1,Gógora,0,11,9
775,07/09/2025,19/10/2025,10/09/2025,Taller de bienestar emocional,23,4,4,12,5,7,14.7,7,"Morales Lara, Laura",0,11,,F,7,,0,Gógora,0,3,12
776,23/09/2025,28/10/2025,28/09/2025,Taller de vacunación,23,27,13,27,6,21,14.4,6,"Hernández Díaz, Mónica",0,11,,F,6,,2,Gógora,0,2,2
777,03/01/2025,10/01/2025,03/01/2025,Ponencia: bienestar emocional,20,4,16,48,22,26,3.6,2,"Rodríguez Lara, Ignacio",0,11,,M,6,,1,Gógora,1,0,5
778,15/04/2025,29/04/2025,20/04/2025,Reunión coordinación — manejo enf. crónicas,3,16,25,3,2,1,4.5,3,"Hernández Díaz, Mónica",0,11,,F,6,,1,Gógora,0,3,3
779,23/06/2024,23/06/2024,24/06/2024,Charla sobre act. física,0,1,7,46,24,22,1.8,1,"Hernández Torres, Isabel",0,11,,F,2,5,1,Gógora,0,4,3
780,27/08/2024,03/09/2024,29/08/2024,Taller de uso medicamento,23,25,6,16,7,9,3.2,2,"Cruz Cabrera, Diego",0,11,,M,14,,1,Gógora,0,4,15
781,06/04/2024,25/05/2024,06/04/2024,GRUSE,13,18,7,19,8,11,12.8,8,"Delgado Hidalgo, Isabel",0,11,,F,8,,1,Gógora,0,5,4
782,02/07/2024,02/07/2024,06/07/2024,Mesa informativa: vacunación,19,27,7,22,12,10,1.8,1,"Morales Lara, Laura",0,11,,F,7,,1,Gógora,0,8,12
783,27/10/2024,26/01/2025,27/10/2024,Grupo EPOC/asma,8,15,23,16,4,12,32.2,14,"Ortiz Flores, Virginia",0,11,,F,2,5,0,Gógora,0,4,12
784,05/05/2024,26/05/2024,05/05/2024,Reunión coordinación — uso medicamento,3,25,11,4,2,2,4.8,4,"García Cortés, Isabel",0,11,,F,6,,1,Gógora,0,10,5
785,07/12/2025,07/12/2025,08/12/2025,Mesa informativa: bienestar emocional,19,4,18,18,7,11,1.8,1,"Cabrera Lara, Silvia",0,11,,F,6,,1,Gógora,0,8,11
786,12/12/2024,12/12/2024,13/12/2024,Charla sobre salud bucodental,0,23,5,33,11,22,0.6,1,"Cruz Cabrera, Diego",0,11,,M,14,,1,Gógora,0,3,3
787,09/07/2024,30/07/2024,10/07/2024,Actividad PS: voluntades vitales,4,29,15,23,6,17,7.2,4,"Rodríguez Lara, Ignacio",0,11,,M,6,,1,Gógora,0,14,13
788,30/12/2025,31/12/2025,31/12/2025,Rehabilitación respiratoria,10,3,21,12,6,6,17.1,9,"Ortiz Flores, Virginia",0,11,,F,2,5,1,Gógora,0,14,4
789,08/05/2024,22/05/2024,12/05/2024,Ponencia: vacunación,20,27,18,95,44,51,6.3,3,"García Cortés, Isabel",0,11,,F,6,,1,Gógora,0,13,13
790,18/04/2025,18/04/2025,19/04/2025,Mesa informativa: parentalidad positiva,19,20,1,46,12,34,0.7,1,"Cabrera Hidalgo, Pilar",0,11,,F,13,,0,Gógora,0,2,10
791,11/03/2025,18/03/2025,13/03/2025,Taller de manejo enf. crónicas,23,16,13,19,10,9,5.2,2,"García Cortés, Isabel",0,11,,F,6,,1,Gógora,0,14,10
792,25/10/2024,15/11/2024,28/10/2024,Taller de otras temáticas,23,30,8,20,9,11,6.4,4,"García Cortés, Isabel",0,11,,F,6,,1,Gógora,0,12,14
793,28/05/2024,04/06/2024,02/06/2024,Actividad PS: otras adicciones,24,18,12,24,7,17,3.0,2,"Delgado Hidalgo, Isabel",0,11,,F,8,,0,Gógora,0,10,14
794,11/11/2025,11/11/2025,12/11/2025,Charla sobre sexualidad,0,24,23,46,9,37,2.0,1,"Delgado Hidalgo, Isabel",0,11,,F,8,,0,Gógora,0,11,2
795,01/11/2024,01/11/2024,03/11/2024,Charla sobre act. física,0,1,12,10,4,6,1.6,1,"Castro López, Mario",0,11,,M,5,,1,Gógora,0,11,3
796,07/06/2024,21/06/2024,10/06/2024,Reunión coordinación — voluntades vitales,3,29,1,6,3,3,4.8,3,"Rodríguez Lara, Ignacio",0,11,,M,6,,2,Gógora,0,10,0
797,10/05/2025,21/06/2025,14/05/2025,Taller de vacunación,23,27,6,30,11,19,12.6,7,"Cruz Cabrera, Diego",0,11,,M,14,,0,Gógora,0,3,6
798,22/07/2025,05/08/2025,24/07/2025,Sesión formativa: alimentación saludable,22,3,20,28,9,19,5.1,3,"García Cortés, Isabel",0,11,,F,6,,1,Gógora,0,2,7
799,29/04/2025,13/05/2025,29/04/2025,Reunión coordinación — manejo enf. crónicas,3,16,2,6,2,4,5.4,3,"Cabrera Lara, Silvia",0,11,,F,6,,1,Gógora,0,8,12
800,23/08/2024,06/09/2024,25/08/2024,Ponencia: bienestar emocional,20,4,3,120,48,72,3.3,3,"García Cortés, Isabel",0,11,,F,6,,1,Gógora,0,2,2
801,04/12/2024,22/01/2025,09/12/2024,GRUSE,13,28,20,12,3,9,12.8,8,"Cabrera Hidalgo, Pilar",0,11,,F,13,,2,Gógora,0,10,14
802,29/07/2024,29/07/2024,29/07/2024,Mesa informativa: enf. transmisibles,19,9,8,28,9,19,1.9,1,"Morales Lara, Laura",0,11,,F,7,,0,Gógora,0,7,5
803,25/02/2024,03/03/2024,27/02/2024,Mapeo de activos: parentalidad positiva,18,20,4,34,15,19,2.6,2,"Cabrera Hidalgo, Pilar",0,11,,F,13,,0,Gógora,0,7,1
804,16/02/2025,09/03/2025,16/02/2025,Grupo cuidadoras,5,12,25,10,2,8,7.6,4,"Ruiz Cruz, Ana",0,12,,F,2,9,2,Realejo,0,3,5
805,06/11/2024,08/01/2025,07/11/2024,PIOBIN,15,7,17,21,7,14,23.0,10,"Vargas López, Sara",0,12,,F,2,3,2,Realejo,0,14,10
806,11/06/2024,11/06/2024,14/06/2024,Mesa informativa: consumo alcohol,19,6,20,38,21,17,1.5,1,"Navarro Vargas, Isabel",0,12,,F,9,,0,Realejo,0,11,10
807,04/05/2025,18/05/2025,05/05/2025,Sesión clínica: otras adicciones,21,18,7,13,5,8,4.2,3,"Delgado Díaz, Cristina",0,12,,F,4,,2,Realejo,0,4,9
808,09/09/2024,09/09/2024,11/09/2024,Reunión coordinación — otras adicciones,3,18,2,2,1,1,1.8,1,"Díaz Ramos, Antonio",0,12,,M,4,,2,Realejo,0,10,1
809,10/02/2024,10/02/2024,12/02/2024,Charla sobre tabaco,0,7,9,12,6,6,1.1,1,"Delgado Díaz, Cristina",0,12,,F,4,,0,Realejo,0,7,8
810,07/08/2025,13/11/2025,11/08/2025,Programa educación maternal,11,8,9,17,3,14,24.0,15,"Carmona González, Marta",0,12,,F,2,5,2,Realejo,0,14,4
811,29/12/2025,31/12/2025,01/01/2026,Rehabilitación respiratoria,10,27,14,23,11,12,34.5,15,"Vargas López, Sara",0,12,,F,2,3,1,Realejo,0,2,11
812,02/01/2024,02/01/2024,05/01/2024,Sesión formativa: otras formas fumar,22,19,6,21,5,16,1.3,1,"González Blanco, Mercedes",0,12,,F,4,,1,Realejo,0,5,6
813,05/09/2025,12/09/2025,07/09/2025,Sesión formativa: violencia género,22,28,13,19,7,12,2.6,2,"Navarro Vargas, Isabel",0,12,,F,9,,2,Realejo,1,3,12
814,22/09/2024,29/09/2024,22/09/2024,Sesión formativa: otras adicciones,22,18,2,18,10,8,2.4,2,"Díaz Ramos, Antonio",0,12,,M,4,,2,Realejo,0,3,15
815,27/02/2024,05/03/2024,02/03/2024,Reunión coordinación — tabaco,3,7,6,8,2,6,3.0,2,"Díaz Ramos, Antonio",0,12,,M,4,,2,Realejo,0,14,2
816,29/06/2024,13/07/2024,01/07/2024,Sesión clínica: uso medicamento,21,25,23,30,15,15,3.3,3,"Díaz Ramos, Antonio",0,12,,M,4,,0,Realejo,0,2,3
817,24/09/2024,26/11/2024,29/09/2024,Grupo dolor crónico,6,12,12,18,7,11,19.0,10,"Serrano Morales, María",0,12,,F,5,,1,Realejo,0,2,6
818,15/06/2025,28/09/2025,17/06/2025,Rehabilitación respiratoria,10,21,3,18,11,7,24.0,16,"Reyes Díaz, Ramón",0,12,,M,5,,2,Realejo,0,0,15
819,24/08/2024,14/09/2024,29/08/2024,Grupo diabetológico,7,12,7,12,3,9,6.4,4,"Vargas López, Sara",0,12,,F,2,3,2,Realejo,0,6,12
820,11/11/2025,11/11/2025,13/11/2025,Charla sobre menopausia,0,17,17,35,10,25,1.9,1,"Delgado Díaz, Cristina",0,12,,F,4,,0,Realejo,0,1,15
821,18/04/2025,18/04/2025,23/04/2025,Charla sobre manejo enf. crónicas,0,16,13,29,15,14,1.3,1,"Díaz Ramos, Antonio",0,12,,M,4,,0,Realejo,0,13,13
822,22/02/2025,07/06/2025,26/02/2025,Grupo EPOC/asma,8,6,7,19,7,12,30.4,16,"Vargas López, Sara",0,12,,F,2,3,1,Realejo,0,3,3
823,29/05/2025,29/05/2025,31/05/2025,Reunión coordinación — prev. accidentes,3,21,24,4,2,2,2.0,1,"Reyes Díaz, Ramón",0,12,,M,5,,0,Realejo,0,12,14
824,20/06/2025,04/07/2025,24/06/2025,Ponencia: voluntades vitales,20,29,10,75,31,44,7.5,3,"Blanco Lara, Fernando",0,12,,M,6,,0,Realejo,0,7,4
825,18/06/2024,02/07/2024,18/06/2024,Actividad PS: alimentación saludable,4,3,20,15,6,9,3.0,3,"Blanco Lara, Fernando",0,12,,M,6,,0,Realejo,0,13,13
826,29/07/2025,29/07/2025,30/07/2025,Mesa informativa: uso medicamento,19,25,22,42,22,20,1.2,1,"Domínguez Cabrera, Pilar",0,12,,F,6,,0,Realejo,0,1,0
827,13/11/2024,27/11/2024,14/11/2024,Sesión clínica: act. física,21,1,4,5,2,3,3.6,3,"Serrano Ruiz, Patricia",0,12,,F,6,,2,Realejo,0,5,6
828,11/04/2024,02/05/2024,13/04/2024,Actividad PS: vacunación,4,27,10,10,5,5,6.0,4,"Domínguez Cabrera, Pilar",0,12,,F,6,,1,Realejo,0,2,3
829,19/08/2024,14/10/2024,21/08/2024,Grupo cuidadoras,5,4,13,25,6,19,14.4,9,"Ruiz Cruz, Ana",0,12,,F,2,9,2,Realejo,0,8,6
830,19/04/2024,03/05/2024,22/04/2024,Sesión clínica: consumo alcohol,21,6,6,29,6,23,6.0,3,"Blanco Lara, Fernando",0,12,,M,6,,1,Realejo,0,8,8
831,10/09/2024,17/09/2024,14/09/2024,Reunión coordinación — otras formas fumar,3,19,10,8,2,6,2.2,2,"González Blanco, Mercedes",0,12,,F,4,,0,Realejo,0,1,12
832,25/12/2024,08/01/2025,26/12/2024,Sesión formativa: dolor crónico,22,8,1,7,3,4,5.1,3,"Serrano Morales, María",0,12,,F,5,,0,Realejo,0,12,4
833,04/03/2025,01/04/2025,06/03/2025,Taller de bienestar emocional,23,4,4,30,16,14,12.5,5,"Blanco Lara, Fernando",0,12,,M,6,,0,Realejo,0,2,10
834,10/06/2024,24/06/2024,10/06/2024,Sesión clínica: otras formas fumar,21,19,12,15,8,7,5.7,3,"Delgado Díaz, Cristina",0,12,,F,4,,0,Realejo,0,2,14
835,08/07/2024,15/07/2024,08/07/2024,Reunión coordinación — incontinencia,3,13,11,5,1,4,3.0,2,"Serrano Morales, María",0,12,,F,5,,2,Realejo,0,12,1
836,05/02/2025,30/04/2025,06/02/2025,Grupo EPOC/asma,8,3,13,19,8,11,27.3,13,"Carmona González, Marta",0,12,,F,2,5,1,Realejo,0,5,15
837,04/10/2025,31/12/2025,05/10/2025,Grupo dolor crónico,6,21,4,8,4,4,37.5,15,"Serrano Morales, María",0,12,,F,5,,1,Realejo,0,8,4
838,10/10/2024,31/10/2024,12/10/2024,Programa educación maternal,11,7,16,15,0,15,10.0,4,"Ruiz Cruz, Ana",0,12,,F,2,9,2,Realejo,0,2,4
839,27/05/2024,27/05/2024,01/06/2024,Mesa informativa: otras temáticas,19,30,18,43,11,32,1.8,1,"Delgado Díaz, Cristina",0,12,,F,4,,0,Realejo,0,11,9
840,31/01/2024,31/01/2024,03/02/2024,Mesa informativa: menopausia,19,17,19,29,12,17,1.3,1,"Díaz Ramos, Antonio",0,12,,M,4,,0,Realejo,0,13,9
841,27/10/2024,27/10/2024,27/10/2024,Sesión clínica: manejo enf. crónicas,21,16,14,19,9,10,1.1,1,"Díaz Ramos, Antonio",0,12,,M,4,,2,Realejo,0,5,8
842,26/11/2025,10/12/2025,30/11/2025,Sesión formativa: alimentación saludable,22,3,7,13,6,7,4.5,3,"Carmona González, Marta",0,12,,F,2,5,2,Realejo,0,12,13
843,13/09/2025,27/09/2025,16/09/2025,Sesión clínica: act. física,21,1,6,23,10,13,4.8,3,"Serrano Ruiz, Patricia",0,12,,F,6,,2,Realejo,0,5,10
844,13/05/2025,13/05/2025,13/05/2025,Charla sobre primeros auxilios,0,22,5,23,12,11,0.5,1,"Reyes Díaz, Ramón",0,12,,M,5,,2,Realejo,0,6,6
845,18/05/2024,08/06/2024,21/05/2024,Actividad PS: alimentación saludable,4,3,23,6,3,3,5.2,4,"Serrano Ruiz, Patricia",0,12,,F,6,,2,Realejo,0,13,0
846,11/07/2025,18/07/2025,14/07/2025,Ponencia: alimentación saludable,20,3,7,62,22,40,5.6,2,"Serrano Ruiz, Patricia",0,12,,F,6,,2,Realejo,0,2,10
847,10/12/2025,17/12/2025,14/12/2025,Actividad PS: consumo alcohol,24,6,13,37,19,18,2.8,2,"Domínguez Cabrera, Pilar",0,12,,F,6,,0,Realejo,0,8,1
848,10/09/2025,10/09/2025,14/09/2025,Charla sobre voluntades vitales,0,29,5,42,9,33,0.9,1,"Blanco Lara, Fernando",0,12,,M,6,,1,Realejo,0,6,3
849,21/07/2024,15/09/2024,26/07/2024,Grupo dolor crónico,6,21,18,12,3,9,22.5,9,"Serrano Morales, María",0,12,,F,5,,1,Realejo,0,5,14
850,04/02/2024,24/03/2024,04/02/2024,Taller de consumo alcohol,23,6,18,26,8,18,20.0,8,"Serrano Ruiz, Patricia",0,12,,F,6,,2,Realejo,0,0,13
851,24/10/2025,31/10/2025,27/10/2025,Actividad PS: manejo enf. crónicas,4,16,16,18,4,14,2.2,2,"Blanco Lara, Fernando",0,12,,M,6,,1,Realejo,0,11,14
852,11/03/2024,18/03/2024,13/03/2024,Sesión clínica: vacunación,21,27,12,9,4,5,2.8,2,"González Blanco, Mercedes",0,12,,F,4,,1,Realejo,0,5,0
853,09/01/2025,23/01/2025,12/01/2025,Sesión formativa: otras formas fumar,22,19,4,21,5,16,4.8,3,"González Blanco, Mercedes",0,12,,F,4,,0,Realejo,0,14,4
854,31/01/2024,08/05/2024,05/02/2024,Rehabilitación cardiaca,9,1,8,18,12,6,28.5,15,"Reyes Díaz, Ramón",0,12,,M,5,,1,Realejo,0,10,13
855,01/01/2025,01/01/2025,04/01/2025,Charla sobre otras formas fumar,0,19,25,48,13,35,1.2,1,"González Blanco, Mercedes",0,12,,F,4,,1,Realejo,1,8,7
856,24/07/2024,02/10/2024,24/07/2024,Programa educación maternal,11,22,15,17,2,15,27.5,11,"Carmona González, Marta",0,12,,F,2,5,2,Realejo,0,2,7
857,21/09/2024,26/10/2024,26/09/2024,PIOBIN,15,27,12,19,6,13,13.2,6,"Ruiz Cruz, Ana",0,12,,F,2,9,1,Realejo,0,7,7
858,24/09/2024,26/11/2024,28/09/2024,PITA,16,22,24,14,7,7,24.0,10,"Vargas López, Sara",0,12,,F,2,3,2,Realejo,0,4,7
859,07/11/2025,07/11/2025,12/11/2025,Actividad PS: uso medicamento,4,25,8,7,4,3,1.2,1,"Blanco Lara, Fernando",0,12,,M,6,,1,Realejo,0,10,1
